,Dépenses générales et administratives,RESSOURCES HUMAINES,Sensibilisation à l’hygiène et à la santé mentale,Mission de service,Sensibilisation à l'hygiène et à la santé mentale - Mission de service,RH,9,7,01,RH.9.7.01,RESSOURCES HUMAINES _ Sensibilisation à l’hygiène et à la santé mentale _ Mission de service _ Sensibilisation à l'hygiène et à la santé mentale - Mission de service,RH97,RESSOURCES HUMAINES  _  Sensibilisation à l’hygiène et à la santé mentale _  Mission de service,,,,,,,,,,,,,,,,,,,RESSOURCES HUMAINES9,,
,Dépenses générales et administratives,RESSOURCES HUMAINES,"Sensibilisation à la vision, la mission et les valeurs du Fonds",Organisation des Survey,Abonnement au Survey,RH,10,1,01,RH.10.1.01,"RESSOURCES HUMAINES _ Sensibilisation à la vision, la mission et les valeurs du Fonds _ Organisation des Survey _ Abonnement au Survey",RH101,"RESSOURCES HUMAINES  _  Sensibilisation à la vision, la mission et les valeurs du Fonds _  Organisation des Survey",,,,,,,,,,,,,,,,,,,RESSOURCES HUMAINES10,,
,Dépenses générales et administratives,RESSOURCES HUMAINES,"Sensibilisation à la vision, la mission et les valeurs du Fonds",Recrutement d'une agence pour Etude et Déploiement,Recrutement Agence,RH,10,2,01,RH.10.2.01,"RESSOURCES HUMAINES _ Sensibilisation à la vision, la mission et les valeurs du Fonds _ Recrutement d'une agence pour Etude et Déploiement _ Recrutement Agence",RH102,"RESSOURCES HUMAINES  _  Sensibilisation à la vision, la mission et les valeurs du Fonds _  Recrutement d'une agence pour Etude et Déploiement",,,,,,,,,,,,,,,,,,,RESSOURCES HUMAINES10,,
,Dépenses générales et administratives,RESSOURCES HUMAINES,"Sensibilisation à la vision, la mission et les valeurs du Fonds",Recrutement d'une agence pour Etude et Déploiement,Formation du noyaux (1 pers/directions),RH,10,2,02,RH.10.2.02,"RESSOURCES HUMAINES _ Sensibilisation à la vision, la mission et les valeurs du Fonds _ Recrutement d'une agence pour Etude et Déploiement _ Formation du noyaux (1 pers/directions)",RH102,"RESSOURCES HUMAINES  _  Sensibilisation à la vision, la mission et les valeurs du Fonds _  Recrutement d'une agence pour Etude et Déploiement",,,,,,,,,,,,,,,,,,,RESSOURCES HUMAINES10,,
,Dépenses générales et administratives,RESSOURCES HUMAINES,"Sensibilisation à la vision, la mission et les valeurs du Fonds",Mission de service,"Sensibilisation à la vision, la mission et les valeurs du fonds - Mission de service",RH,10,3,01,RH.10.3.01,"RESSOURCES HUMAINES _ Sensibilisation à la vision, la mission et les valeurs du Fonds _ Mission de service _ Sensibilisation à la vision, la mission et les valeurs du fonds - Mission de service",RH103,"RESSOURCES HUMAINES  _  Sensibilisation à la vision, la mission et les valeurs du Fonds _  Mission de service",,,,,,,,,,,,,,,,,,,RESSOURCES HUMAINES10,,
,Dépenses générales et administratives,RESSOURCES HUMAINES,Gestion de l’assurance santé / Renouvellement,Renouvellement Prime,Primes 26-27,RH,11,1,01,RH.11.1.01,RESSOURCES HUMAINES _ Gestion de l’assurance santé / Renouvellement _ Renouvellement Prime _ Primes 26-27,RH111,RESSOURCES HUMAINES  _  Gestion de l’assurance santé / Renouvellement _  Renouvellement Prime,,,,,,,,,,,,,,,,,,,RESSOURCES HUMAINES11,,
,Dépenses générales et administratives,RESSOURCES HUMAINES,Gestion de l’assurance santé / Renouvellement,Mission de service,Gestion de l'assurance santé - Mission de service,RH,11,2,01,RH.11.2.01,RESSOURCES HUMAINES _ Gestion de l’assurance santé / Renouvellement _ Mission de service _ Gestion de l'assurance santé - Mission de service,RH112,RESSOURCES HUMAINES  _  Gestion de l’assurance santé / Renouvellement _  Mission de service,,,,,,,,,,,,,,,,,,,RESSOURCES HUMAINES11,,
,Dépenses de personnel,JURIDIQUE,Renumeration,Renumeration,Renumeration,RJ,0,0,01,RJ.0.0.01,JURIDIQUE _ Renumeration _ Renumeration _ Renumeration,RJ00,JURIDIQUE  _  Renumeration _  Renumeration,,,,,,,,,,,,,,,,,,,JURIDIQUE0,,
,Dépenses générales et administratives,JURIDIQUE,Assurer la veille juridique et réglementaire,Abonnement à des sources d'information,Abonnement au Journal Officiel/Annuel,RJ,1,1,01,RJ.1.1.01,JURIDIQUE _ Assurer la veille juridique et réglementaire _ Abonnement à des sources d'information _ Abonnement au Journal Officiel/Annuel,RJ11,JURIDIQUE  _  Assurer la veille juridique et réglementaire _  Abonnement à des sources d'information,,,,,,,,,,,,,,,,,,,JURIDIQUE1,,
,Dépenses générales et administratives,JURIDIQUE,Assurer la veille juridique et réglementaire,Abonnement à des sources d'information,Abonnement à LexisNexis,RJ,1,1,02,RJ.1.1.02,JURIDIQUE _ Assurer la veille juridique et réglementaire _ Abonnement à des sources d'information _ Abonnement à LexisNexis,RJ11,JURIDIQUE  _  Assurer la veille juridique et réglementaire _  Abonnement à des sources d'information,,,,,,,,,,,,,,,,,,,JURIDIQUE1,,
,Dépenses générales et administratives,JURIDIQUE,Assurer la veille juridique et réglementaire,Abonnement à des sources d'information,Abonnement à LegaNews Pro,RJ,1,1,03,RJ.1.1.03,JURIDIQUE _ Assurer la veille juridique et réglementaire _ Abonnement à des sources d'information _ Abonnement à LegaNews Pro,RJ11,JURIDIQUE  _  Assurer la veille juridique et réglementaire _  Abonnement à des sources d'information,,,,,,,,,,,,,,,,,,,JURIDIQUE1,,
,Dépenses générales et administratives,JURIDIQUE,Assurer la veille juridique et réglementaire,Achats Livres,Achats différents livres,RJ,1,2,01,RJ.1.2.01,JURIDIQUE _ Assurer la veille juridique et réglementaire _ Achats Livres _ Achats différents livres,RJ12,JURIDIQUE  _  Assurer la veille juridique et réglementaire _  Achats Livres,,,,,,,,,,,,,,,,,,,JURIDIQUE1,,
,Dépenses générales et administratives,JURIDIQUE,Gestion des contrats,Contrats,Renouvellement des contrats,RJ,2,1,01,RJ.2.1.01,JURIDIQUE _ Gestion des contrats _ Contrats _ Renouvellement des contrats,RJ21,JURIDIQUE  _  Gestion des contrats _  Contrats,,,,,,,,,,,,,,,,,,,JURIDIQUE2,,
,Dépenses générales et administratives,JURIDIQUE,Gestion des contrats,Contrats,Résiliations des contrats,RJ,2,1,02,RJ.2.1.02,JURIDIQUE _ Gestion des contrats _ Contrats _ Résiliations des contrats,RJ21,JURIDIQUE  _  Gestion des contrats _  Contrats,,,,,,,,,,,,,,,,,,,JURIDIQUE2,,
,Dépenses générales et administratives,JURIDIQUE,Gestion des contrats,Contrats,Archivages et traçabilité des contrats,RJ,2,1,03,RJ.2.1.03,JURIDIQUE _ Gestion des contrats _ Contrats _ Archivages et traçabilité des contrats,RJ21,JURIDIQUE  _  Gestion des contrats _  Contrats,,,,,,,,,,,,,,,,,,,JURIDIQUE2,,
,Dépenses générales et administratives,JURIDIQUE,Gestion des contrats,Mission de service,Billet avion,RJ,2,2,01,RJ.2.2.01,JURIDIQUE _ Gestion des contrats _ Mission de service _ Billet avion,RJ22,JURIDIQUE  _  Gestion des contrats _  Mission de service,,,,,,,,,,,,,,,,,,,JURIDIQUE2,,
,Dépenses générales et administratives,JURIDIQUE,Gestion des contrats,Mission de service,Perdiem,RJ,2,2,02,RJ.2.2.02,JURIDIQUE _ Gestion des contrats _ Mission de service _ Perdiem,RJ22,JURIDIQUE  _  Gestion des contrats _  Mission de service,,,,,,,,,,,,,,,,,,,JURIDIQUE2,,
,Dépenses générales et administratives,JURIDIQUE,Gestion des contrats,Mission de service,Transport,RJ,2,2,03,RJ.2.2.03,JURIDIQUE _ Gestion des contrats _ Mission de service _ Transport,RJ22,JURIDIQUE  _  Gestion des contrats _  Mission de service,,,,,,,,,,,,,,,,,,,JURIDIQUE2,,
,Dépenses générales et administratives,JURIDIQUE,Gestion des contrats,Mission de service,Go pass,RJ,2,2,04,RJ.2.2.04,JURIDIQUE _ Gestion des contrats _ Mission de service _ Go pass,RJ22,JURIDIQUE  _  Gestion des contrats _  Mission de service,,,,,,,,,,,,,,,,,,,JURIDIQUE2,,
,Dépenses générales et administratives,JURIDIQUE,Conseil juridique,Redactions des avis Juridiques,Redactions des avis et Contrôles des document,RJ,3,1,01,RJ.3.1.01,JURIDIQUE _ Conseil juridique _ Redactions des avis Juridiques _ Redactions des avis et Contrôles des document,RJ31,JURIDIQUE  _  Conseil juridique _  Redactions des avis Juridiques,,,,,,,,,,,,,,,,,,,JURIDIQUE3,,
,Dépenses générales et administratives,JURIDIQUE,Conseil juridique,Mission de service,Conseil juridique - Mission de service,RJ,3,2,01,RJ.3.2.01,JURIDIQUE _ Conseil juridique _ Mission de service _ Conseil juridique - Mission de service,RJ32,JURIDIQUE  _  Conseil juridique _  Mission de service,,,,,,,,,,,,,,,,,,,JURIDIQUE3,,
,Dépenses générales et administratives,JURIDIQUE,Gérer les services juridiques externes,Gestion des cabinets d'avocat,Paiement Abonnement,RJ,4,1,01,RJ.4.1.01,JURIDIQUE _ Gérer les services juridiques externes _ Gestion des cabinets d'avocat _ Paiement Abonnement,RJ41,JURIDIQUE  _  Gérer les services juridiques externes _  Gestion des cabinets d'avocat,,,,,,,,,,,,,,,,,,,JURIDIQUE4,,
,Dépenses générales et administratives,JURIDIQUE,Gérer les services juridiques externes,Gestion des cabinets d'avocat,Evaluation des Cabinets,RJ,4,1,02,RJ.4.1.02,JURIDIQUE _ Gérer les services juridiques externes _ Gestion des cabinets d'avocat _ Evaluation des Cabinets,RJ41,JURIDIQUE  _  Gérer les services juridiques externes _  Gestion des cabinets d'avocat,,,,,,,,,,,,,,,,,,,JURIDIQUE4,,
,Dépenses générales et administratives,JURIDIQUE,Gérer les services juridiques externes,Honoraires complémentaires,Paiement Vacations,RJ,4,2,01,RJ.4.2.01,JURIDIQUE _ Gérer les services juridiques externes _ Honoraires complémentaires _ Paiement Vacations,RJ42,JURIDIQUE  _  Gérer les services juridiques externes _  Honoraires complémentaires,,,,,,,,,,,,,,,,,,,JURIDIQUE4,,
,Dépenses générales et administratives,JURIDIQUE,Gérer les services juridiques externes,Honoraires complémentaires,Paiement Debours,RJ,4,2,02,RJ.4.2.02,JURIDIQUE _ Gérer les services juridiques externes _ Honoraires complémentaires _ Paiement Debours,RJ42,JURIDIQUE  _  Gérer les services juridiques externes _  Honoraires complémentaires,,,,,,,,,,,,,,,,,,,JURIDIQUE4,,
,Dépenses générales et administratives,JURIDIQUE,Gérer les services juridiques externes,Honoraires complémentaires,Paiement Différents frais de prestations,RJ,4,2,03,RJ.4.2.03,JURIDIQUE _ Gérer les services juridiques externes _ Honoraires complémentaires _ Paiement Différents frais de prestations,RJ42,JURIDIQUE  _  Gérer les services juridiques externes _  Honoraires complémentaires,,,,,,,,,,,,,,,,,,,JURIDIQUE4,,
,Dépenses générales et administratives,JURIDIQUE,Gérer les services juridiques externes,Mission de service,Gerer les services juridiques externes - Mission de service,RJ,4,3,01,RJ.4.3.01,JURIDIQUE _ Gérer les services juridiques externes _ Mission de service _ Gerer les services juridiques externes - Mission de service,RJ43,JURIDIQUE  _  Gérer les services juridiques externes _  Mission de service,,,,,,,,,,,,,,,,,,,JURIDIQUE4,,
,Dépenses générales et administratives,JURIDIQUE,Mise en place d’un outil de gestion et de traçabilité,Acquisition du Logiciel,Acquisition  et deploiement,RJ,5,1,01,RJ.5.1.01,JURIDIQUE _ Mise en place d’un outil de gestion et de traçabilité _ Acquisition du Logiciel _ Acquisition  et deploiement,RJ51,JURIDIQUE  _  Mise en place d’un outil de gestion et de traçabilité _  Acquisition du Logiciel,,,,,,,,,,,,,,,,,,,JURIDIQUE5,,
,Dépenses de personnel,SERVICES GENERAUX & ADM,Renumeration,Renumeration,Renumeration,AM,0,0,01,AM.0.0.01,SERVICES GENERAUX & ADM _ Renumeration _ Renumeration _ Renumeration,AM00,SERVICES GENERAUX & ADM  _  Renumeration _  Renumeration,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM0,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du patrimoine matériel et immobilier,Maintenance et entretien des infrastructures et équipements,Élaborer le plan annuel de maintenance préventive.,AM,1,1,01,AM.1.1.01,SERVICES GENERAUX & ADM _ Gestion du patrimoine matériel et immobilier _ Maintenance et entretien des infrastructures et équipements _ Élaborer le plan annuel de maintenance préventive.,AM11,SERVICES GENERAUX & ADM  _  Gestion du patrimoine matériel et immobilier _  Maintenance et entretien des infrastructures et équipements,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM1,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du patrimoine matériel et immobilier,Suivi administratif et technique du patrimoine immobilier,"Mettre à jour les licences et autorisations (ARPTC, ANR, Motorolla).",AM,1,2,01,AM.1.2.01,"SERVICES GENERAUX & ADM _ Gestion du patrimoine matériel et immobilier _ Suivi administratif et technique du patrimoine immobilier _ Mettre à jour les licences et autorisations (ARPTC, ANR, Motorolla).",AM12,SERVICES GENERAUX & ADM  _  Gestion du patrimoine matériel et immobilier _  Suivi administratif et technique du patrimoine immobilier,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM1,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du patrimoine matériel et immobilier,Suivi administratif et technique du patrimoine immobilier,"Gérer les documents administratifs des véhicules et bâtiments (vignettes, contrats, assurances).",AM,1,2,02,AM.1.2.02,"SERVICES GENERAUX & ADM _ Gestion du patrimoine matériel et immobilier _ Suivi administratif et technique du patrimoine immobilier _ Gérer les documents administratifs des véhicules et bâtiments (vignettes, contrats, assurances).",AM12,SERVICES GENERAUX & ADM  _  Gestion du patrimoine matériel et immobilier _  Suivi administratif et technique du patrimoine immobilier,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM1,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du patrimoine matériel et immobilier,"Acquisition, renouvellement et mise au rebut des équipements",Identifier les besoins en nouveaux équipements.,AM,1,3,01,AM.1.3.01,"SERVICES GENERAUX & ADM _ Gestion du patrimoine matériel et immobilier _ Acquisition, renouvellement et mise au rebut des équipements _ Identifier les besoins en nouveaux équipements.",AM13,"SERVICES GENERAUX & ADM  _  Gestion du patrimoine matériel et immobilier _  Acquisition, renouvellement et mise au rebut des équipements",,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM1,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du patrimoine matériel et immobilier,Amélioration de la gestion documentaire du patrimoine,Amélioration de la gestion documentaire du patrimoine,AM,1,4,01,AM.1.4.01,SERVICES GENERAUX & ADM _ Gestion du patrimoine matériel et immobilier _ Amélioration de la gestion documentaire du patrimoine _ Amélioration de la gestion documentaire du patrimoine,AM14,SERVICES GENERAUX & ADM  _  Gestion du patrimoine matériel et immobilier _  Amélioration de la gestion documentaire du patrimoine,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM1,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du patrimoine matériel et immobilier,Formation et sensibilisation du personnel à la gestion patrimoniale,Organiser des atéliers de sensibilisation sur la bonne gestion patrimoniale,AM,1,5,01,AM.1.5.01,SERVICES GENERAUX & ADM _ Gestion du patrimoine matériel et immobilier _ Formation et sensibilisation du personnel à la gestion patrimoniale _ Organiser des atéliers de sensibilisation sur la bonne gestion patrimoniale,AM15,SERVICES GENERAUX & ADM  _  Gestion du patrimoine matériel et immobilier _  Formation et sensibilisation du personnel à la gestion patrimoniale,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM1,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du patrimoine matériel et immobilier,Suivi et évaluation de la gestion du patrimoine,Réaliser des missions de contôle sur mes sites,AM,1,6,01,AM.1.6.01,SERVICES GENERAUX & ADM _ Gestion du patrimoine matériel et immobilier _ Suivi et évaluation de la gestion du patrimoine _ Réaliser des missions de contôle sur mes sites,AM16,SERVICES GENERAUX & ADM  _  Gestion du patrimoine matériel et immobilier _  Suivi et évaluation de la gestion du patrimoine,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM1,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du patrimoine matériel et immobilier,Suivi et évaluation de la gestion du patrimoine,Realiser des Missions sur terrain,AM,1,6,02,AM.1.6.02,SERVICES GENERAUX & ADM _ Gestion du patrimoine matériel et immobilier _ Suivi et évaluation de la gestion du patrimoine _ Realiser des Missions sur terrain,AM16,SERVICES GENERAUX & ADM  _  Gestion du patrimoine matériel et immobilier _  Suivi et évaluation de la gestion du patrimoine,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM1,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion des approvisionnements,Planification et prévision des besoins d’approvisionnement,Identifier et quantifier les besoins en biens et services,AM,2,1,01,AM.2.1.01,SERVICES GENERAUX & ADM _ Gestion des approvisionnements _ Planification et prévision des besoins d’approvisionnement _ Identifier et quantifier les besoins en biens et services,AM21,SERVICES GENERAUX & ADM  _  Gestion des approvisionnements _  Planification et prévision des besoins d’approvisionnement,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM2,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion des approvisionnements,"Réception, contrôle et stockage des biens acquis",Stocker les biens et matériels dans les locaux adaptés,AM,2,2,01,AM.2.2.01,"SERVICES GENERAUX & ADM _ Gestion des approvisionnements _ Réception, contrôle et stockage des biens acquis _ Stocker les biens et matériels dans les locaux adaptés",AM22,"SERVICES GENERAUX & ADM  _  Gestion des approvisionnements _  Réception, contrôle et stockage des biens acquis",,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM2,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion des approvisionnements,Distribution et suivi des consommations,"Délivrer les biens, fournitures et équipements aux services demandeurs",AM,2,3,01,AM.2.3.01,"SERVICES GENERAUX & ADM _ Gestion des approvisionnements _ Distribution et suivi des consommations _ Délivrer les biens, fournitures et équipements aux services demandeurs",AM23,SERVICES GENERAUX & ADM  _  Gestion des approvisionnements _  Distribution et suivi des consommations,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM2,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion des approvisionnements,Mise en place d’un système informatisé de gestion des stocks,Installation et paramétrage d'un logiciel de gestion des stocks,AM,2,4,01,AM.2.4.01,SERVICES GENERAUX & ADM _ Gestion des approvisionnements _ Mise en place d’un système informatisé de gestion des stocks _ Installation et paramétrage d'un logiciel de gestion des stocks,AM24,SERVICES GENERAUX & ADM  _  Gestion des approvisionnements _  Mise en place d’un système informatisé de gestion des stocks,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM2,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion des approvisionnements,Formation et renforcement des capacités du personnel logistique,Organiser des atéliers des formations internes et externes,AM,2,5,01,AM.2.5.01,SERVICES GENERAUX & ADM _ Gestion des approvisionnements _ Formation et renforcement des capacités du personnel logistique _ Organiser des atéliers des formations internes et externes,AM25,SERVICES GENERAUX & ADM  _  Gestion des approvisionnements _  Formation et renforcement des capacités du personnel logistique,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM2,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,"Maintenance, propreté et hygiène",Maintenance préventive et corrective des bâtiments et équipements,Planifier les opérations de fumigation et dératisation.,AM,3,1,01,AM.3.1.01,"SERVICES GENERAUX & ADM _ Maintenance, propreté et hygiène _ Maintenance préventive et corrective des bâtiments et équipements _ Planifier les opérations de fumigation et dératisation.",AM31,"SERVICES GENERAUX & ADM  _  Maintenance, propreté et hygiène _  Maintenance préventive et corrective des bâtiments et équipements",,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM3,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,"Maintenance, propreté et hygiène",Maintenance préventive et corrective des bâtiments et équipements,Assurer la maintenance des climatiseurs et des bâtiments.,AM,3,1,02,AM.3.1.02,"SERVICES GENERAUX & ADM _ Maintenance, propreté et hygiène _ Maintenance préventive et corrective des bâtiments et équipements _ Assurer la maintenance des climatiseurs et des bâtiments.",AM31,"SERVICES GENERAUX & ADM  _  Maintenance, propreté et hygiène _  Maintenance préventive et corrective des bâtiments et équipements",,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM3,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,"Maintenance, propreté et hygiène",Propreté et assainissement des locaux,Fournir les équipements de protection et uniformes.,AM,3,2,01,AM.3.2.01,"SERVICES GENERAUX & ADM _ Maintenance, propreté et hygiène _ Propreté et assainissement des locaux _ Fournir les équipements de protection et uniformes.",AM32,"SERVICES GENERAUX & ADM  _  Maintenance, propreté et hygiène _  Propreté et assainissement des locaux",,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM3,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,"Maintenance, propreté et hygiène",Hygiène et salubrité des espaces communs,Contrôler la qualité du nettoyage et l’hygiène des locaux.,AM,3,3,01,AM.3.3.01,"SERVICES GENERAUX & ADM _ Maintenance, propreté et hygiène _ Hygiène et salubrité des espaces communs _ Contrôler la qualité du nettoyage et l’hygiène des locaux.",AM33,"SERVICES GENERAUX & ADM  _  Maintenance, propreté et hygiène _  Hygiène et salubrité des espaces communs",,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM3,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,"Maintenance, propreté et hygiène","Suivi, contrôle et évaluation des services de maintenance et de propreté","Suivi, contrôle et évaluation des services de maintenance et de propreté",AM,3,4,01,AM.3.4.01,"SERVICES GENERAUX & ADM _ Maintenance, propreté et hygiène _ Suivi, contrôle et évaluation des services de maintenance et de propreté _ Suivi, contrôle et évaluation des services de maintenance et de propreté",AM34,"SERVICES GENERAUX & ADM  _  Maintenance, propreté et hygiène _  Suivi, contrôle et évaluation des services de maintenance et de propreté",,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM3,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du parc automobile,Entretien et maintenance préventive et corrective,Elaborer et appliquer un plan d'entretien préventif et de lavage,AM,4,1,01,AM.4.1.01,SERVICES GENERAUX & ADM _ Gestion du parc automobile _ Entretien et maintenance préventive et corrective _ Elaborer et appliquer un plan d'entretien préventif et de lavage,AM41,SERVICES GENERAUX & ADM  _  Gestion du parc automobile _  Entretien et maintenance préventive et corrective,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM4,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du parc automobile,Entretien et maintenance préventive et corrective,Elaborer et appliquer un plan de lavage,AM,4,1,02,AM.4.1.02,SERVICES GENERAUX & ADM _ Gestion du parc automobile _ Entretien et maintenance préventive et corrective _ Elaborer et appliquer un plan de lavage,AM41,SERVICES GENERAUX & ADM  _  Gestion du parc automobile _  Entretien et maintenance préventive et corrective,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM4,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du parc automobile,Entretien et maintenance préventive et corrective,Assurer la maintenance du parc automobile,AM,4,1,03,AM.4.1.03,SERVICES GENERAUX & ADM _ Gestion du parc automobile _ Entretien et maintenance préventive et corrective _ Assurer la maintenance du parc automobile,AM41,SERVICES GENERAUX & ADM  _  Gestion du parc automobile _  Entretien et maintenance préventive et corrective,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM4,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du parc automobile,Gestion du carburant et du lubrifiant,Contrôler les dotations en carburant.,AM,4,2,01,AM.4.2.01,SERVICES GENERAUX & ADM _ Gestion du parc automobile _ Gestion du carburant et du lubrifiant _ Contrôler les dotations en carburant.,AM42,SERVICES GENERAUX & ADM  _  Gestion du parc automobile _  Gestion du carburant et du lubrifiant,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM4,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du parc automobile,"Assurance, documents administratifs et conformité",Renouveler les assurances véhicules,AM,4,3,01,AM.4.3.01,"SERVICES GENERAUX & ADM _ Gestion du parc automobile _ Assurance, documents administratifs et conformité _ Renouveler les assurances véhicules",AM43,"SERVICES GENERAUX & ADM  _  Gestion du parc automobile _  Assurance, documents administratifs et conformité",,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM4,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du parc automobile,"Assurance, documents administratifs et conformité",Renouveler les assurances bâtiments,AM,4,3,02,AM.4.3.02,"SERVICES GENERAUX & ADM _ Gestion du parc automobile _ Assurance, documents administratifs et conformité _ Renouveler les assurances bâtiments",AM43,"SERVICES GENERAUX & ADM  _  Gestion du parc automobile _  Assurance, documents administratifs et conformité",,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM4,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du parc automobile,Gestion des chauffeurs et formation à la conduite responsable,Affecter les chauffeurs selon le plan de service,AM,4,4,01,AM.4.4.01,SERVICES GENERAUX & ADM _ Gestion du parc automobile _ Gestion des chauffeurs et formation à la conduite responsable _ Affecter les chauffeurs selon le plan de service,AM44,SERVICES GENERAUX & ADM  _  Gestion du parc automobile _  Gestion des chauffeurs et formation à la conduite responsable,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM4,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion du parc automobile,Gestion des chauffeurs et formation à la conduite responsable,Organiser les formations en conduite préventive et sécurité routière,AM,4,4,02,AM.4.4.02,SERVICES GENERAUX & ADM _ Gestion du parc automobile _ Gestion des chauffeurs et formation à la conduite responsable _ Organiser les formations en conduite préventive et sécurité routière,AM44,SERVICES GENERAUX & ADM  _  Gestion du parc automobile _  Gestion des chauffeurs et formation à la conduite responsable,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM4,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion des voyages officiels,Planification et coordination des voyages officiels,"Établir le plan annuel des missions et organiser la logistique (transport, hébergement, visa).",AM,5,1,01,AM.5.1.01,"SERVICES GENERAUX & ADM _ Gestion des voyages officiels _ Planification et coordination des voyages officiels _ Établir le plan annuel des missions et organiser la logistique (transport, hébergement, visa).",AM51,SERVICES GENERAUX & ADM  _  Gestion des voyages officiels _  Planification et coordination des voyages officiels,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM5,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion des voyages officiels,Réservations et logistique de déplacement et d'acceuil,Préparer les dossiers de déplacement.,AM,5,2,01,AM.5.2.01,SERVICES GENERAUX & ADM _ Gestion des voyages officiels _ Réservations et logistique de déplacement et d'acceuil _ Préparer les dossiers de déplacement.,AM52,SERVICES GENERAUX & ADM  _  Gestion des voyages officiels _  Réservations et logistique de déplacement et d'acceuil,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM5,,
,Dépenses générales et administratives,SERVICES GENERAUX & ADM,Gestion des voyages officiels,Accompagnement et acceuil,Organiser l'accompagnement,AM,5,3,01,AM.5.3.01,SERVICES GENERAUX & ADM _ Gestion des voyages officiels _ Accompagnement et acceuil _ Organiser l'accompagnement,AM53,SERVICES GENERAUX & ADM  _  Gestion des voyages officiels _  Accompagnement et acceuil,,,,,,,,,,,,,,,,,,,SERVICES GENERAUX & ADM5,,
